26098
(1,0.0,-0.0,-8.633042,41.153901)
(3,1168.2138993276749,1098.272290468216,-8.622536,41.144024)
(26781,6171.7632084796205,-1266.3990195542574,-8.577538,41.165290)
(9,879.8854545385111,596.2271966673434,-8.625129,41.148539)
(26783,2022.9693004444707,438.55279068648815,-8.614849,41.149957)
(11,-870.7674705535173,969.5085654137656,-8.640873,41.145182)
(13,2206.3297344811726,23.350934594869614,-8.613200,41.153691)
(26785,2699.7016240033554,715.0945732509717,-8.608763,41.147470)
(16,2267.3757492093137,-382.5105476574972,-8.612651,41.157341)
(17,4958.848948640865,-2312.6320843528956,-8.588446,41.174699)
(26789,1932.2342403023504,1000.3095600940287,-8.615665,41.144905)
(21,4553.432246094802,-192.7008078750223,-8.592092,41.155634)
(26790,2272.8243006146513,1486.5649743108079,-8.612602,41.140532)
(26,-100.74260354007129,1425.741349437274,-8.633948,41.141079)
(26792,4081.187392635271,32.91369828674942,-8.596339,41.153605)
(27,3846.0101227818523,-553.7507346896455,-8.598454,41.158881)
(28,2461.077311424073,999.4200006807223,-8.610909,41.144913)
(30,2411.373179213726,1440.1966899009421,-8.611356,41.140949)
(26796,6220.911366056418,-1313.8792532319203,-8.577096,41.165717)
(37,2602.7396479690215,327.0242792619392,-8.609635,41.150960)
(26799,3804.8679999234155,-61.935574140399694,-8.598824,41.154458)
(39,6065.016078900779,-159.6759146619588,-8.578498,41.155337)
(41,-1686.8270371977706,1303.31573520042,-8.648212,41.142180)
(26802,1366.5856484617107,152.67063428275287,-8.620752,41.152528)
(26803,1492.6806952767074,1299.3127178419381,-8.619618,41.142216)
(26805,5925.800030741724,-805.9408283205703,-8.579750,41.161149)
(26806,312.23535401781555,322.7988720489666,-8.630234,41.150998)
(26807,-1482.3395670987666,-853.1986721437424,-8.646373,41.161574)
(26809,199.03891869366635,426.9885183144361,-8.631252,41.150061)
(26814,-573.8770164125599,-1486.7873641643673,-8.638203,41.167272)
(26815,6417.1704115839675,-1022.2149606440216,-8.575331,41.163094)
(26820,2608.299394301488,266.0894594602287,-8.609585,41.151508)
(47,234.2877104402287,736.9999738000333,-8.630935,41.147273)
(26819,2895.1823050444946,1105.8335454799235,-8.607005,41.143956)
(50,6157.975037575583,109.63819767069072,-8.577662,41.152915)
(26821,2336.5389935821295,339.366916119121,-8.612029,41.150849)
(53,2065.0009827160975,-936.1500874208286,-8.614471,41.162320)
(56,5212.039796610479,-843.8582983063534,-8.586169,41.161490)
(57,2129.9388198765228,226.72645542863756,-8.613887,41.151862)
(26822,2960.2313371314667,620.9124703835696,-8.606420,41.148317)
(60,-1084.9288992710644,-1220.1419300707057,-8.642799,41.164874)
(62,1418.4024842779618,747.1187121244147,-8.620286,41.147182)
(63,1052.6823705439456,1029.6650207284838,-8.623575,41.144641)
(26826,2758.190155418124,1234.2636857545003,-8.608237,41.142801)
(26829,3393.0019916320452,778.6980712916702,-8.602528,41.146898)
(66,2249.5845609459793,1414.955441551283,-8.612811,41.141176)
(26830,5684.062260216568,-1272.8483253009617,-8.581924,41.165348)
(67,2408.815695901052,-2071.339093534276,-8.611379,41.172529)
(26831,5024.676345214248,1341.566789967008,-8.587854,41.141836)
(26832,-1889.535388471093,-851.1971634635702,-8.650035,41.161556)
(69,3235.1051957966993,-2017.0759693328291,-8.603948,41.172041)
(26836,-1606.8778849405935,1293.3081918023527,-8.647493,41.142270)
(26834,-136.213785139611,1590.8658155035228,-8.634267,41.139594)
(26835,2943.7744879879756,432.65945957321674,-8.606568,41.150010)
(26837,1414.733051698655,1054.9062690772116,-8.620319,41.144414)
(71,6170.095284579904,-130.87642866186798,-8.577553,41.155078)
(26839,2835.02584972966,1099.0506549552083,-8.607546,41.144017)
(73,-670.7277975201141,959.7234118692577,-8.639074,41.145270)
(74,-1722.8541934307432,-677.3994931187481,-8.648536,41.159993)
(26844,160.12069436802994,308.8995062187314,-8.631602,41.151123)
(75,4233.07966243173,-231.17425249423832,-8.594973,41.155980)
