26098
(1,0.0,-0.0,41.153901,-8.633042)
(3,1168.2138993276749,1098.272290468216,41.144024,-8.622536)
(26781,6171.7632084796205,-1266.3990195542574,41.165290,-8.577538)
(9,879.8854545385111,596.2271966673434,41.148539,-8.625129)
(26783,2022.9693004444707,438.55279068648815,41.149957,-8.614849)
(11,-870.7674705535173,969.5085654137656,41.145182,-8.640873)
(13,2206.3297344811726,23.350934594869614,41.153691,-8.613200)
(26785,2699.7016240033554,715.0945732509717,41.147470,-8.608763)
(16,2267.3757492093137,-382.5105476574972,41.157341,-8.612651)
(17,4958.848948640865,-2312.6320843528956,41.174699,-8.588446)
(26789,1932.2342403023504,1000.3095600940287,41.144905,-8.615665)
(21,4553.432246094802,-192.7008078750223,41.155634,-8.592092)
(26790,2272.8243006146513,1486.5649743108079,41.140532,-8.612602)
(26,-100.74260354007129,1425.741349437274,41.141079,-8.633948)
(26792,4081.187392635271,32.91369828674942,41.153605,-8.596339)
(27,3846.0101227818523,-553.7507346896455,41.158881,-8.598454)
(28,2461.077311424073,999.4200006807223,41.144913,-8.610909)
(30,2411.373179213726,1440.1966899009421,41.140949,-8.611356)
(26796,6220.911366056418,-1313.8792532319203,41.165717,-8.577096)
(37,2602.7396479690215,327.0242792619392,41.150960,-8.609635)
(26799,3804.8679999234155,-61.935574140399694,41.154458,-8.598824)
(39,6065.016078900779,-159.6759146619588,41.155337,-8.578498)
(41,-1686.8270371977706,1303.31573520042,41.142180,-8.648212)
(26802,1366.5856484617107,152.67063428275287,41.152528,-8.620752)
(26803,1492.6806952767074,1299.3127178419381,41.142216,-8.619618)
(26805,5925.800030741724,-805.9408283205703,41.161149,-8.579750)
(26806,312.23535401781555,322.7988720489666,41.150998,-8.630234)
(26807,-1482.3395670987666,-853.1986721437424,41.161574,-8.646373)
(26809,199.03891869366635,426.9885183144361,41.150061,-8.631252)
(26814,-573.8770164125599,-1486.7873641643673,41.167272,-8.638203)
(26815,6417.1704115839675,-1022.2149606440216,41.163094,-8.575331)
(26820,2608.299394301488,266.0894594602287,41.151508,-8.609585)
(47,234.2877104402287,736.9999738000333,41.147273,-8.630935)
(26819,2895.1823050444946,1105.8335454799235,41.143956,-8.607005)
(50,6157.975037575583,109.63819767069072,41.152915,-8.577662)
(26821,2336.5389935821295,339.366916119121,41.150849,-8.612029)
(53,2065.0009827160975,-936.1500874208286,41.162320,-8.614471)
(56,5212.039796610479,-843.8582983063534,41.161490,-8.586169)
(57,2129.9388198765228,226.72645542863756,41.151862,-8.613887)
(26822,2960.2313371314667,620.9124703835696,41.148317,-8.606420)
(60,-1084.9288992710644,-1220.1419300707057,41.164874,-8.642799)
(62,1418.4024842779618,747.1187121244147,41.147182,-8.620286)
(63,1052.6823705439456,1029.6650207284838,41.144641,-8.623575)
(26826,2758.190155418124,1234.2636857545003,41.142801,-8.608237)
(26829,3393.0019916320452,778.6980712916702,41.146898,-8.602528)
(66,2249.5845609459793,1414.955441551283,41.141176,-8.612811)
(26830,5684.062260216568,-1272.8483253009617,41.165348,-8.581924)
(67,2408.815695901052,-2071.339093534276,41.172529,-8.611379)
(26831,5024.676345214248,1341.566789967008,41.141836,-8.587854)
(26832,-1889.535388471093,-851.1971634635702,41.161556,-8.650035)
(69,3235.1051957966993,-2017.0759693328291,41.172041,-8.603948)
(26836,-1606.8778849405935,1293.3081918023527,41.142270,-8.647493)
(26834,-136.213785139611,1590.8658155035228,41.139594,-8.634267)
(26835,2943.7744879879756,432.65945957321674,41.150010,-8.606568)
(26837,1414.733051698655,1054.9062690772116,41.144414,-8.620319)
(71,6170.095284579904,-130.87642866186798,41.155078,-8.577553)
(26839,2835.02584972966,1099.0506549552083,41.144017,-8.607546)
(73,-670.7277975201141,959.7234118692577,41.145270,-8.639074)
(74,-1722.8541934307432,-677.3994931187481,41.159993,-8.648536)
(26844,160.12069436802994,308.8995062187314,41.151123,-8.631602)
(75,4233.07966243173,-231.17425249423832,41.155980,-8.594973)
(26845,6604.8674477600725,861.5382916424423,41.146153,-8.573643)
(26846,-1060.0212357026758,1110.3925374727696,41.143915,-8.642575)
(26847,3194.074267864926,688.0742060756311,41.147713,-8.604317)
(76,2087.4623578982428,-424.31984007544816,41.157717,-8.614269)
(26849,4616.702159355278,-856.4233250161633,41.161603,-8.591523)
(26850,-906.3498470797203,338.36616177950054,41.150858,-8.641193)
(80,2551.1452020059805,348.26251025125384,41.150769,-8.610099)
(26853,2419.601603785646,666.1688055275008,41.147910,-8.611282)
(26854,953.1629111969378,-1101.2745534880087,41.163805,-8.624470)
(81,294.22177590150386,868.9883517278358,41.146086,-8.630396)
(26857,-669.7270431802608,-1271.0692064734176,41.165332,-8.639065)
(82,1483.5627112917136,669.7270431807265,41.147878,-8.619700)
(83,2821.6824585322756,-1820.2609491711482,41.170271,-8.607666)
(84,268.202163066715,94.29329779464751,41.153053,-8.630630)
(26859,628.9185051015811,787.9272502036765,41.146815,-8.627386)
(26862,-378.6187252247473,1671.3709423951805,41.138870,-8.636447)
(88,-95.2940521343844,381.2874034643173,41.150472,-8.633899)
(89,2816.2339071265887,665.9464156748727,41.147912,-8.607715)
(26863,591.2234249691246,787.0376907903701,41.146823,-8.627725)
(91,4873.673634831095,1268.7341130143031,41.142491,-8.589212)
(26864,5228.274255900411,627.2505812020972,41.148260,-8.586023)
(92,1796.1316500894027,1378.817090393044,41.141501,-8.616889)
(26865,489.59126201609615,698.5265291817486,41.147619,-8.628639)
(93,2873.3880994220963,907.2394064925611,41.145742,-8.607201)
(94,329.24817779439036,-875.771242252551,41.161777,-8.630081)
(96,555.4186585894786,667.3919497197494,41.147899,-8.628047)
(26866,6247.598148451303,-1266.9549941876903,41.165295,-8.576856)
(26868,-738.0007281398866,-2093.466883936897,41.172728,-8.639679)
(98,2884.5075920864474,1033.4456482343376,41.144607,-8.607101)
(26870,-1767.55455394194,646.3761085849255,41.148088,-8.648938)
(26871,3491.854281418957,736.4439991675317,41.147278,-8.601639)
(26872,2187.648986805114,706.4213689723983,41.147548,-8.613368)
(100,2960.3425320580136,-1801.802591348067,41.170105,-8.606419)
(26876,-144.44220971129835,1593.7568835970014,41.139568,-8.634341)
(101,2292.3946077043656,1217.5844467580318,41.142951,-8.612426)
(102,4065.7312978317495,-33.5808678464964,41.154203,-8.596478)
(26878,-349.2632645906415,1503.8001879407093,41.140377,-8.636183)
(106,6230.251739894622,993.9714492755011,41.144962,-8.577012)
(107,357.4916891622124,-181.02534057758749,41.155529,-8.629827)
(26880,3112.1236069278093,389.5158280348405,41.150398,-8.605054)
(26881,5650.926172076492,-1541.384073146619,41.167763,-8.582222)
(109,1721.631049237796,258.41700952127576,41.151577,-8.617559)
(26882,1026.6627577092731,1014.6537056313828,41.144776,-8.623809)
(26883,-324.6891858020099,1515.0308755319566,41.140276,-8.635962)
(26884,6813.246740292059,-262.30883195530623,41.156260,-8.571769)
(110,4961.295237026992,-2352.2174782389775,41.175055,-8.588424)
(111,2657.0027721716324,566.8717360338196,41.148803,-8.609147)
(112,522.6161552293925,262.9760015141219,41.151536,-8.628342)
(116,2538.246590515366,372.1694194795564,41.150554,-8.610215)
(26888,5194.582193127135,680.1793662849814,41.147784,-8.586326)
(26892,3414.685002327664,-1223.8113626502454,41.164907,-8.602333)
(118,2073.1182123611216,-349.4856544435024,41.157044,-8.614398)
(119,611.4609016184695,353.9334515100345,41.150718,-8.627543)
(26895,603.1212821201188,935.3717229338363,41.145489,-8.627618)
(26896,-514.0541458778316,1106.7231048922986,41.143948,-8.637665)
(26897,6312.869570391602,434.54977332707494,41.149993,-8.576269)
(26899,1995.059373856755,543.0760217318311,41.149017,-8.615100)
(124,2323.1956023846287,345.2602472314611,41.150796,-8.612149)
(125,357.15810438233893,920.5827976902947,41.145622,-8.629830)
(126,2275.4929788542213,1266.7326043350622,41.142509,-8.612578)
(26900,2464.413159223157,178.24546741135418,41.152298,-8.610879)
(127,1896.0958891429473,1348.4608754189685,41.141774,-8.615990)
(128,-1789.0151747843483,-1210.3567765261978,41.164786,-8.649131)
(26903,2415.1538067198126,1396.6082786563784,41.141341,-8.611322)
(131,156.34006686217617,787.7048603501171,41.146817,-8.631636)
(133,3348.746410827618,640.149192692712,41.148144,-8.602926)
(26905,-1474.222337453626,-860.4263423755765,41.161639,-8.646300)
(134,2910.0824252146995,607.9026639657095,41.148434,-8.606871)
(26908,2971.4620247225976,882.5541327781975,41.145964,-8.606319)
(137,-153.8937784760492,683.0704343765974,41.147758,-8.634426)
(26910,-929.367196895415,-706.9773436067626,41.160259,-8.641400)
(26911,299.00315774721093,683.737603938207,41.147752,-8.630353)
(138,2130.1612097298494,1287.0812759110704,41.142326,-8.613885)
(141,2020.0782323516905,1480.5604482721537,41.140586,-8.614875)
(143,2534.9107427159324,232.3973966864869,41.151811,-8.610245)
(146,6370.1349576134235,-1023.104520057328,41.163102,-8.575754)
(26919,3778.95958201529,533.6244529671967,41.149102,-8.599057)
(26920,2723.830923085101,1316.7703213244677,41.142059,-8.608546)
(148,463.6828441078542,-125.98385188914835,41.155034,-8.628872)
(26922,6224.247213855735,588.3323568766937,41.148610,-8.577066)
(149,436.2176972265588,-379.841869417578,41.157317,-8.629119)
(152,4448.130650562234,645.0417694654316,41.148100,-8.593039)
(26923,-1800.3570573021425,-899.3445667009801,41.161989,-8.649233)
(153,-232.84217639360577,1440.3078848272562,41.140948,-8.635136)
