3964
(7100,0.0,-0.0,41.210884,-8.277174)
(3216,-312.56893879768904,-23.684519375674427,41.211097,-8.279985)
(8369,1034.4464025744237,1655.3588729575276,41.195997,-8.267871)
(5811,-2682.9111900796415,1925.4513497771695,41.193568,-8.301302)
(8371,-3487.5176792797865,1366.363258608617,41.198596,-8.308538)
(1,280.65599485102575,1555.5058288304135,41.196895,-8.274650)
(9073,-999.1976108278614,216.60771710332483,41.208936,-8.286160)
(7102,-3543.559922308661,1099.4954346613958,41.200996,-8.309042)
(2561,-1174.8855949261924,-500.26597497425973,41.215383,-8.287740)
(8373,1413.065127799171,910.3528644386679,41.202697,-8.264466)
(2562,956.2763691433938,2193.987097623758,41.191153,-8.268574)
(9074,111.08373171812855,253.63562767673284,41.208603,-8.276175)
(1842,85.50889858964365,287.3276904495433,41.208300,-8.276405)
(1224,2425.828519677976,111.6397063517943,41.209880,-8.255358)
(2563,1269.8460622810526,-1713.8474043728784,41.226297,-8.265754)
(5813,-3053.0791008796077,1919.33562881127,41.193623,-8.304631)
(1225,-1501.9098741878988,1114.1731649786234,41.200864,-8.290681)
(3864,-3327.8417646182934,1742.980475153774,41.195209,-8.307102)
(5148,-1712.7354551060125,738.7790926266462,41.204240,-8.292577)
(5814,-1896.874253629474,979.8496935917065,41.202072,-8.294233)
(5150,1371.7006150874076,2173.9720108276233,41.191333,-8.264838)
(5151,-969.3973704872187,1210.579166378826,41.199997,-8.285892)
(8374,-1661.474593922845,1524.0376645904034,41.197178,-8.292116)
(5,93.18134852824733,299.447937454097,41.208191,-8.276336)
(7769,-1165.5452210881049,890.5601674960926,41.202875,-8.287656)
(6,1025.439613516326,-1385.4887859905139,41.223344,-8.267952)
(9077,-228.0607945478987,1808.0295072412118,41.194624,-8.279225)
(3866,697.6369697682094,2433.8345543965697,41.188996,-8.270900)
(7771,-4339.048427523696,960.1681915754452,41.202249,-8.316196)
(7104,1392.8276511499425,499.1540257073939,41.206395,-8.264648)
(5152,151.44749009003863,110.41656215768307,41.209891,-8.275812)
(7,693.7451473354595,1991.5011362042278,41.192974,-8.270935)
(9735,1165.656416015001,-152.78182920906693,41.212258,-8.266691)
(1228,-813.2796934781363,-82.61783049721271,41.211627,-8.284488)
(2571,887.3355146236718,1723.9661426972598,41.195380,-8.269194)
(5155,891.2273370561888,2289.169954831712,41.190297,-8.269159)
(610,-1709.1772174534854,1263.5079514626414,41.199521,-8.292545)
